Frontend Developer - Stockholm - Indeed.com,"Javascript/Typescript Mycket goda kunskaper i något frontendramverk såsom Angular, React eller Vue Minst ett CSS ramverk Erfarenhet av CSS Pre-processors som SASS/LESS/el. liknande Erfarenhet av testramverk Package managers, t.ex. NPM eller Yarn Mycket goda kunskaper i engelska, i tal och skrift Goda kunskaper i svenska, i tal och skrift Konsulterfarenhet Balans i arbetslivet En AFRY Buddy som bollplank under din första tid som anställd Tillgång till stort utbud aktiviteter genom vår sociala klubb: Club AFRY, till exempel Hackathons, yoga, restaurangbesök med mera Konkurrenskraftiga förmåner gällande pension, friskvård och föräldraledighet reglerade i vårt kollektivavtal Företagsrabatter med externa partners genom vår förmånsportal Advantage You. Friskvårdsbidrag 3000 SEK/år. Restauranger och kaféer på plats Ett enormt nätverk av tekniska experter med + 16 000 kollegor med kontor i 50 länder och projekt i 100"
Frontend Developer - Vue - 252 21 Helsingborg - Indeed.com,Work from anywhere VERY flexible hours Contribution to gym membership Go to the gym during working hours Budget for attending technical conferences and training Extra long vacation Free snacks and drinks at the office Super fresh offices in Palma de Mallorca and Helsingborg Generous staff discount Economic compensation based on individual experience and qualifications Career ladder
Frontend Engineer - 114 52 Stockholm - Indeed.com,"Do you want to work in a fast-paced environment using the latest technologies? Do you want highly motivated colleagues with expertise within their fields? Do you find innovation and rapid growth exciting? Enjoyment for being focused on frontend and solve problems to delight users. The ability to thrive in a collaborative environment involving different stakeholders and subject matter experts. You are experienced with modern NodeJS/React.js/GraphQL/JavaScript/NextJS/TypeScript/CSS/HTML coding, testing, debugging, and automation techniques. You care about the user experience and know-how to build user-friendly web applications. Attention to details and passion for quality 2+ years of experience as an frontend engineer. Basic knowledge of attribution and analytics. Strong written and verbal communication skills. Work with a wide range of systems, processes, and technologies to own and solve problems from end to end. Develop and maintain our frontend applications based on NodeJS/React.js, interfacing with our REST and WebSocket API. Build new features for internal and external users. Uphold our high engineering standards and bring consistency to the many codebases and processes you will encounter. The possibility to work at a start-up company, located in central Stockholm, where something fun always happens and where you, for example, go on at least two team-trips per year. Great development opportunities to grow with the role as our business expands. The possibility to belong to a close-knit team with a great spirit where all employees are offered ownership in the company. Start: As soon as possible, although we might prioritize candidates with a shorter period of notice. Work extent: Full time, 6 months of probationary will apply. Placement: Remote, or at any of our LeaseCloud offices (Stockholm, Falun, Chamonix) Salary: According to profile and experience."
Entry & Mid-level Frontend Engineer - 116 46 Stockholm - Indeed.com,React & nextjs Typescript Styled components and storybook Data visualisations CI/CD pipelines
Frontend-utvecklare - Stockholm - Indeed.com,"Skapa moderna applikationer i HTML, CSS, Javascript och React Skriva testbar kod och automatiska tester Kunna se affärsnyttan av det som utvecklas Dela kunskap och samarbeta (t ex parprogrammera) Behärska svenska och engelska i tal och skrift Har ett brinnande intresse för programmering på fritiden Är aktiv i utvecklarcommunityn (Open source, meetups osv) Har praktisk erfarenhet av andra ramverk, t ex Angular Har kunskap om React Native Har förståelse för backendutveckling Flextid En till två resor per år Pensionsavsättning Förmånligt friskvårdsbidrag Förmånligt utbildningsbidrag Moderna datorer och skärmar"
Frontend Software Developer - Malmö - Indeed.com,"Build and maintain the customer experience on our website Connect our site to our backend services Monitor, test and continuously optimize your designs Deliver modern, testable and maintainable code You have experience in web development You know how to build user-friendly, data-rich JavaScript/HTML/CSS applications You are experienced with modern JavaScript coding, testing, debugging and automation techniques You enjoy working as a team and value both individual and team success"
Frontend Engineer - 111 60 Stockholm - Indeed.com,"Work with modern technologies (TypeScript, React, GraphQL, Kubernetes, NodeJS). An active role in driving discussion around technical decision making. Be part of a cross-functional team with members from various backgrounds and technical expertise. To learn about and work with different AI techniques. Be responsible for code throughout the software lifecycle. Manage individual project priorities, deadlines and deliverables. Identify and establish patterns and best practices for building excellent web experiences. B.Sc./M.Sc. degree in a quantitative or technical field or equivalent work experience. 3 years of developing with JavaScript Professional experience with one of the major web frameworks (React / Vue / Angular) Proficiency in English, both oral and written, is essential Experience with working with Google Cloud Platform (GCP), Java, Docker and Kubernetes Experience with tools such as: Vite, Prismic and Intercom"
Frontend Engineer - 411 29 Göteborg - Indeed.com,"Develop, test, verify and evolve new and existing features and products. Together with your team, reflect and evaluate on tradeoffs regarding code, system design and architecture. Contribute to building the Einride culture and enable your peers to grow and succeed. Be curious about technologies and tools that we use to build our systems. Have developed and maintained real-life applications using TypeScript and React. Be experienced in creating responsive designs using CSS with consideration to various browser behavior. Written basic tests using relevant technologies within web development. Be accustomed to working with continuous integration and continuous delivery."
Student - Web development (Frontend & Backend) - 431 37 Mölndal - Indeed.com,"Experience with JavaScript/TypeScript Experience with one for the larger frameworks such as React, Angular, Vue Experience working with Node.js English, spoken and written"
Frontend Engineer - 111 53 Stockholm - Indeed.com,"Improve the user experience for millions of users by building and deploying high-quality shopping UX Architect, develop, and generalise our custom high-performance plugin framework Help the entire organisation quickly building new frontend components where it is needed: for internal ML use-cases, for merchants, or for end-users Fluent in JavaScript (TypeScript), CSS and HTML Passionate about delivering technically well functioning solutions Competitive salary and equity in the company Opportunity to grow into a leadership role rapidly Work from our office in Stockholm or remotely from any timezone within 2 hours of Central European Time (we will cover the costs of a co-working space in your city) Quarterly company-wide off-sites Flexible vacation policy + Paid Parental Leave Program Discounts at our customers' stores"
Frontend developer - 211 20 Malmö - Indeed.com,"JavaScript/TypeScript, CSS, HTML Responsive design SEO Web accessibility Test libraries such as Cypress, Jest or similar Git CI/CD pipelines Understanding of UX 10-12 competence days per year, where we attend conferences, internal sharing days, travel abroad for inspiration and benefit a great internal network of competence Challenging and rewarding assignments; many of them end-to-end Wellness grants for sports activities (5000 SEK/year) Computer, phone and telephone subscription Passionate and skilled colleagues A human-centric and value-based culture A variety of social events"
